"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","rpm_mouse_1_female_mat_bl6","rpm_mouse_2_female_mat_bl6","rpm_mouse_4_female_mat_bl6","rpm_mouse_7_male_mat_bl6","rpm_mouse_8_male_mat_bl6","rpm_mouse_1_female_pat_cast","rpm_mouse_2_female_pat_cast","rpm_mouse_4_female_pat_cast","rpm_mouse_7_male_pat_cast","rpm_mouse_8_male_pat_cast"
"1700025J12Rik","ENSMUSG00000108409","7","MGP_CASTEiJ_G0007082","7",0,0,0,0,0,0,0,0,0,0
"1700025K24Rik","ENSMUSG00000099747","17","MGP_CASTEiJ_G0005601","17",0,0,0,0,0,0,0,0,0,0
"1700025M24Rik","ENSMUSG00000100175","5","MGP_CASTEiJ_G0006502","5",0,0,0,0,0,0,0,0,0,0
"1700025N21Rik","ENSMUSG00000090200","10","MGP_CASTEiJ_G0002777","10",0,0,0,0,0,0,0,0,0,0
"1700025N23Rik","ENSMUSG00000100121","6","MGP_CASTEiJ_G0004130","6",0,0,0,0,0,0,0,0,0,0
"1700025O08Rik","ENSMUSG00000028244","4","MGP_CASTEiJ_G0006247","4",0,0,0,0,0,0,0,0,0,0
"1700026D11Rik","ENSMUSG00000086379","2","MGP_CASTEiJ_G0003524","2",0,0,0,0,0,0,0,0,0,0
"1700026J12Rik","ENSMUSG00000073976","16","MGP_CASTEiJ_G0005522","16",0,0,0,0,0,0,0,0,0,0
"1700026J14Rik","ENSMUSG00000097716","6","MGP_CASTEiJ_G0006781","6",0,0,0,0,0,0,0,0,0,0
"1700027A07Rik","ENSMUSG00000084864","15","MGP_CASTEiJ_G0003178","15",2.27737713336861,5.42391092388574,4.40413989149801,1.32166217521804,1.7156021763639,1.37544818119329,1.21698361483686,0.328865368437738,0.947622084522204,0
"1700027A15Rik","ENSMUSG00000101968","1","MGP_CASTEiJ_G0002593","1",0,0,0,0,0,0,0,0,0,0
"1700027F06Rik","ENSMUSG00000107737","6","MGP_CASTEiJ_G0006889","6",0,0,0,0,0,0,0,0,0,0
"1700027F09Rik","ENSMUSG00000100911","5","MGP_CASTEiJ_G0006492","5",0,0,0,0,0,0,0,0,0,0
"1700027H10Rik","ENSMUSG00000100799","3","MGP_CASTEiJ_G0003622","3",0,0,0,0,0,0,0,0,0,0
"1700027I24Rik","ENSMUSG00000098304","9","MGP_CASTEiJ_G0007245","9",0,0,0,0,0,0,0,0,0.315874028174068,0
"1700028D13Rik","ENSMUSG00000101683","5","MGP_CASTEiJ_G0006596","5",0,0,0,0,0,0,0,0,0,0
"1700028I16Rik","ENSMUSG00000056821","10","MGP_CASTEiJ_G0004996","10",0,0,0,0,0,0,0,0,0,0
"1700028K03Rik","ENSMUSG00000089798","5","MGP_CASTEiJ_G0028953","5",0,0,0,0,0,0,0,0,0.315874028174068,0
"1700028M03Rik","ENSMUSG00000101334","3","MGP_CASTEiJ_G0006078","3",0,0,0,0,0,0,0,0,0,0
"1700028N14Rik","ENSMUSG00000078635","11","MGP_CASTEiJ_G0014523","11",0,0.258281472565988,0,0,0,0,0,0,0,0
"1700028P14Rik","ENSMUSG00000033053","19","MGP_CASTEiJ_G0024188","19",0,0,0,0,0,0,0,0,0.631748056348136,0
"1700028P15Rik","ENSMUSG00000086823","2","MGP_CASTEiJ_G0014808","2",0,0,0,0,0,0,0,0,0,0
"1700029E06Rik","ENSMUSG00000100557","5","MGP_CASTEiJ_G0006485","5",0,0,0,0,0,0,0,0,0,0
"1700029F12Rik","ENSMUSG00000052075","13","MGP_CASTEiJ_G0020117","13",0,0,0,0,0,0,0,0,0,0
"1700029H14Rik","ENSMUSG00000031452","8","MGP_CASTEiJ_G0032399","8",0,0,0,0,0,0,0,0,0,0
"1700029I15Rik","ENSMUSG00000044916","2","MGP_CASTEiJ_G0025352","2",0.284672141671077,2.84109619822586,4.00376353772546,2.64332435043608,1.96068820155875,5.50179272477316,1.82547542225528,1.97319221062643,1.57937014087034,3.54346472894267
"1700029J03Rik","ENSMUSG00000099968","16","MGP_CASTEiJ_G0005538","16",0,0,0,0,0,0,0,0,0,0
"1700029J07Rik","ENSMUSG00000071103","8","MGP_CASTEiJ_G0032594","8",5.97811497509261,4.90734797875377,4.80451624527055,3.43632165556691,4.16646242831234,3.43862045298323,2.73821313338293,3.28865368437738,0.315874028174068,2.06702109188322
"1700029M03Rik","ENSMUSG00000101189","1","MGP_CASTEiJ_G0004885","1",0,0,0,0,0,0,0,0,0,0
"1700029M20Rik","ENSMUSG00000086788","4","MGP_CASTEiJ_G0006383","4",0,0,0,0,0,0,0,0,0,0
"1700029N11Rik","ENSMUSG00000098144","13","MGP_CASTEiJ_G0005314","13",0,0,0,0,0,0,0,0,0,0
"1700030A11Rik","ENSMUSG00000085333","17","MGP_CASTEiJ_G0003266","17",0,0,0,0,0,0,0,0,0,0
"1700030C12Rik","ENSMUSG00000086459","11","MGP_CASTEiJ_G0014474","11",0,0,0.400376353772546,0,0.73525807558453,0.343862045298323,0,0.328865368437738,0.631748056348136,0.885866182235666
"1700030C14Rik","ENSMUSG00000087148","2","MGP_CASTEiJ_G0003549","2",0,0,0,0,0,0,0,0,0,0
"1700030J22Rik","ENSMUSG00000031847","8","MGP_CASTEiJ_G0033180","8",3.41606570005292,2.0662517805279,3.20301083018037,3.43632165556691,2.20577422675359,5.15793067947484,3.04245903709214,3.28865368437738,2.21111819721848,2.657598546707
"1700030L20Rik","ENSMUSG00000099508","3","MGP_CASTEiJ_G0006173","3",0,0,0,0,0,0,0,0,0,0
"1700030M09Rik","ENSMUSG00000097424","8","MGP_CASTEiJ_G0007216","8",0,0,0,0,0.490172050389687,0,0,0.657730736875476,0.315874028174068,0.295288727411889
"1700030O20Rik","ENSMUSG00000100198","10","MGP_CASTEiJ_G0005018","10",0,0,0,0,0,0,0,0,0,0
"1700031A10Rik","ENSMUSG00000092239","17","MGP_CASTEiJ_G0003284","17",0,0,0,0,0.245086025194843,0,0,0,0,0
