gene_id	gene_name	chromosome	count
MGP_CASTEiJ_G0035986	Gm25294	1	0
MGP_CASTEiJ_G0000325		1	0
MGP_CASTEiJ_G0009786		1	0
MGP_CASTEiJ_G0000326		1	0
MGP_CASTEiJ_G0000327		1	0
MGP_CASTEiJ_G0009719		1	0
MGP_CASTEiJ_G0000328		1	0
MGP_CASTEiJ_G0000329		1	0
MGP_CASTEiJ_G0000330		1	0
MGP_CASTEiJ_G0015167	Atp6v1h	1	28
MGP_CASTEiJ_G0000331		1	0
MGP_CASTEiJ_G0000332		1	0
MGP_CASTEiJ_G0000333		1	0
MGP_CASTEiJ_G0000334		1	0
MGP_CASTEiJ_G0000335		1	0
MGP_CASTEiJ_G0000336		1	0
MGP_CASTEiJ_G0000337		1	0
MGP_CASTEiJ_G0009787		1	0
MGP_CASTEiJ_G0009788		1	0
MGP_CASTEiJ_G0037174	Gm24064	1	0
MGP_CASTEiJ_G0015243	4931408C20Rik	1	0
MGP_CASTEiJ_G0035353	n-R5s209	1	0
MGP_CASTEiJ_G0009789		1	0
MGP_CASTEiJ_G0009720		1	0
MGP_CASTEiJ_G0004656	Gm5524	1	0
MGP_CASTEiJ_G0009790		1	0
MGP_CASTEiJ_G0009791		1	0
MGP_CASTEiJ_G0000338		1	0
MGP_CASTEiJ_G0015244	Gm597	1	0
MGP_CASTEiJ_G0009792		1	4
MGP_CASTEiJ_G0000276		1	0
MGP_CASTEiJ_G0009793		1	0
MGP_CASTEiJ_G0009794		1	0
MGP_CASTEiJ_G0009099	Gm25586	1	0
MGP_CASTEiJ_G0007418	Gm22679	1	0
MGP_CASTEiJ_G0007419	Gm23785	1	0
MGP_CASTEiJ_G0007420	Mir6342	1	0
MGP_CASTEiJ_G0009795		1	0
MGP_CASTEiJ_G0007421	Gm23771	1	0
MGP_CASTEiJ_G0015168	Oprk1	1	0
MGP_CASTEiJ_G0004657	Gm9898	1	0
MGP_CASTEiJ_G0009796		1	0
MGP_CASTEiJ_G0015245	Phf3	1	246
MGP_CASTEiJ_G0009797		1	0
MGP_CASTEiJ_G0000339		1	0
MGP_CASTEiJ_G0000340		1	0
MGP_CASTEiJ_G0009721		1	0
MGP_CASTEiJ_G0015246	Ptp4a1	1	72
MGP_CASTEiJ_G0004658		1	0
MGP_CASTEiJ_G0004659	Gm28644	1	0
MGP_CASTEiJ_G0000264		1	0
MGP_CASTEiJ_G0035354	Gm27362	1	0
MGP_CASTEiJ_G0015247	4931428L18Rik	1	0
MGP_CASTEiJ_G0002550	Gm29128	1	0
MGP_CASTEiJ_G0015248	Lgsn	1	0
MGP_CASTEiJ_G0015249	Pih1d3	1	0
MGP_CASTEiJ_G0037175	Gm26145	1	0
MGP_CASTEiJ_G0009798		1	0
MGP_CASTEiJ_G0035987	Gm23032	1	0
MGP_CASTEiJ_G0009799		1	0
MGP_CASTEiJ_G0015250	Khdrbs2	1	0
MGP_CASTEiJ_G0035988	Gm25814	1	0
MGP_CASTEiJ_G0000341		1	0
MGP_CASTEiJ_G0000342		1	0
MGP_CASTEiJ_G0000343		1	0
MGP_CASTEiJ_G0015252		1	0
MGP_CASTEiJ_G0015251		1	0
MGP_CASTEiJ_G0035989	Gm24732	1	0
MGP_CASTEiJ_G0000344		1	0
MGP_CASTEiJ_G0009100	Gm23024	1	0
MGP_CASTEiJ_G0000277		1	0
MGP_CASTEiJ_G0000345		1	0
MGP_CASTEiJ_G0009800		1	0
MGP_CASTEiJ_G0009801		1	1
MGP_CASTEiJ_G0035990	Gm24901	1	0
MGP_CASTEiJ_G0004660	Gm37591	1	0
MGP_CASTEiJ_G0009802		1	0
MGP_CASTEiJ_G0035991	Gm25792	1	0
MGP_CASTEiJ_G0009803		1	0
MGP_CASTEiJ_G0009804		1	2
MGP_CASTEiJ_G0035992	Gm23453	1	0
MGP_CASTEiJ_G0015253	Prim2	1	43
MGP_CASTEiJ_G0009805		1	2
MGP_CASTEiJ_G0035975	Gm26206	1	0
MGP_CASTEiJ_G0000346		1	0
MGP_CASTEiJ_G0009806		1	0
MGP_CASTEiJ_G0000347		1	0
MGP_CASTEiJ_G0000348		1	0
MGP_CASTEiJ_G0015169	Npbwr1	1	0
MGP_CASTEiJ_G0015254	Rab23	1	57
MGP_CASTEiJ_G0015255	Bag2	1	41
MGP_CASTEiJ_G0000349		1	1
MGP_CASTEiJ_G0015256	Zfp451	1	66
MGP_CASTEiJ_G0015257	Bend6	1	0
MGP_CASTEiJ_G0000350		1	0
MGP_CASTEiJ_G0015258	Dst	1	3504
MGP_CASTEiJ_G0000351		1	0
MGP_CASTEiJ_G0009807		1	0
MGP_CASTEiJ_G0035993	Gm23792	1	0
MGP_CASTEiJ_G0000352		1	0
MGP_CASTEiJ_G0007422	Mir6896	1	0
MGP_CASTEiJ_G0014404	Gm26788	1	8
MGP_CASTEiJ_G0000353		1	0
MGP_CASTEiJ_G0000354		1	0
MGP_CASTEiJ_G0004661	Gm37958	1	0
MGP_CASTEiJ_G0009808		1	0
MGP_CASTEiJ_G0038394		1	0
MGP_CASTEiJ_G0004662	Gm37233	1	1
MGP_CASTEiJ_G0007423	Mir5103	1	0
MGP_CASTEiJ_G0015259	Ccdc115	1	40
MGP_CASTEiJ_G0002551	Gm28306	1	3
MGP_CASTEiJ_G0015260	Imp4	1	104
MGP_CASTEiJ_G0015261	Ptpn18	1	145
MGP_CASTEiJ_G0014405	Gm28417	1	9
MGP_CASTEiJ_G0004663	4930568A12Rik	1	0
MGP_CASTEiJ_G0015262		1	1
MGP_CASTEiJ_G0009809		1	0
MGP_CASTEiJ_G0015263	Cfc1	1	0
MGP_CASTEiJ_G0009810		1	0
MGP_CASTEiJ_G0015264		1	0
MGP_CASTEiJ_G0002552	1700101I19Rik	1	0
MGP_CASTEiJ_G0015265	Amer3	1	0
MGP_CASTEiJ_G0009811		1	0
MGP_CASTEiJ_G0009812		1	0
MGP_CASTEiJ_G0009813		1	0
MGP_CASTEiJ_G0009814		1	0
MGP_CASTEiJ_G0015266		1	7
MGP_CASTEiJ_G0035238		1	0
MGP_CASTEiJ_G0009815		1	0
MGP_CASTEiJ_G0002553	Gm38336	1	3
MGP_CASTEiJ_G0015267	Fam168b	1	1257
MGP_CASTEiJ_G0000355		1	0
MGP_CASTEiJ_G0015268	Plekhb2	1	77
MGP_CASTEiJ_G0009816		1	2
MGP_CASTEiJ_G0009722		1	0
MGP_CASTEiJ_G0009817		1	0
MGP_CASTEiJ_G0009818		1	0
MGP_CASTEiJ_G0009819		1	0
MGP_CASTEiJ_G0037176	Gm25096	1	0
MGP_CASTEiJ_G0004664	Gm37068	1	0
MGP_CASTEiJ_G0035994	Gm25634	1	0
MGP_CASTEiJ_G0004665		1	0
MGP_CASTEiJ_G0004666	1110002O04Rik	1	0
MGP_CASTEiJ_G0009820		1	0
MGP_CASTEiJ_G0004667	Gm37146	1	0
MGP_CASTEiJ_G0004668	Gm33222	1	0
MGP_CASTEiJ_G0004669	4930535G08Rik	1	0
MGP_CASTEiJ_G0000356		1	0
MGP_CASTEiJ_G0015269	Hs6st1	1	270
MGP_CASTEiJ_G0002554	Gm37335	1	0
MGP_CASTEiJ_G0004670	Gm33280	1	5
MGP_CASTEiJ_G0015270	Uggt1	1	632
MGP_CASTEiJ_G0007424	Mir6897	1	0
MGP_CASTEiJ_G0015271	Neurl3	1	1
MGP_CASTEiJ_G0015272	Arid5a	1	17
MGP_CASTEiJ_G0004671	4930403P22Rik	1	3
MGP_CASTEiJ_G0015273	Kansl3	1	288
MGP_CASTEiJ_G0007425	Mir6898	1	0
MGP_CASTEiJ_G0015274	Fer1l5	1	15
MGP_CASTEiJ_G0015275	Lman2l	1	98
MGP_CASTEiJ_G0015276	Cnnm4	1	12
MGP_CASTEiJ_G0000357		1	0
MGP_CASTEiJ_G0007426		1	0
MGP_CASTEiJ_G0015277	Cnnm3	1	185
MGP_CASTEiJ_G0002555	Gm38033	1	0
MGP_CASTEiJ_G0015279	Ankrd39	1	24
MGP_CASTEiJ_G0015280	Sema4c	1	165
MGP_CASTEiJ_G0014406	D430040D24Rik	1	1
MGP_CASTEiJ_G0015281	Fam178b	1	1
MGP_CASTEiJ_G0009821		1	1
MGP_CASTEiJ_G0007427	Gm24133	1	0
MGP_CASTEiJ_G0015282	Cox5b	1	53
MGP_CASTEiJ_G0015283	Actr1b	1	565
MGP_CASTEiJ_G0015170	Rb1cc1	1	156
MGP_CASTEiJ_G0004672	Gm33533	1	0
MGP_CASTEiJ_G0015284	Zap70	1	0
MGP_CASTEiJ_G0038395		1	0
MGP_CASTEiJ_G0002536	4732440D04Rik	1	16
MGP_CASTEiJ_G0015285	Tmem131	1	509
MGP_CASTEiJ_G0000358		1	0
MGP_CASTEiJ_G0035711	Gm38115	1	0
MGP_CASTEiJ_G0000359		1	0
MGP_CASTEiJ_G0035355	n-R5s210	1	0
MGP_CASTEiJ_G0015286	Vwa3b	1	0
MGP_CASTEiJ_G0002556	Gm37020	1	0
MGP_CASTEiJ_G0015287	Cnga3	1	0
MGP_CASTEiJ_G0000360		1	0
MGP_CASTEiJ_G0015288	Inpp4a	1	242
MGP_CASTEiJ_G0002557	4930439A04Rik	1	0
MGP_CASTEiJ_G0000361		1	0
MGP_CASTEiJ_G0015289	Coa5	1	198
MGP_CASTEiJ_G0015290	Unc50	1	43
MGP_CASTEiJ_G0015291	Mgat4a	1	27
MGP_CASTEiJ_G0000362		1	0
MGP_CASTEiJ_G0009822		1	0
MGP_CASTEiJ_G0015292	2010300C02Rik	1	6
MGP_CASTEiJ_G0002558	4930556I23Rik	1	0
MGP_CASTEiJ_G0000363		1	0
MGP_CASTEiJ_G0000364		1	1
MGP_CASTEiJ_G0015293	Tsga10	1	0
MGP_CASTEiJ_G0002559	Gm26805	1	0
MGP_CASTEiJ_G0015294	Lipt1	1	0
MGP_CASTEiJ_G0015295	Mitd1	1	0
MGP_CASTEiJ_G0015296	Mrpl30	1	0
MGP_CASTEiJ_G0015297	Lyg2	1	0
MGP_CASTEiJ_G0002560	Gm15457	1	0
MGP_CASTEiJ_G0015298	Lyg1	1	0
MGP_CASTEiJ_G0009101	Gm23409	1	0
MGP_CASTEiJ_G0015299	Txndc9	1	52
MGP_CASTEiJ_G0015300	Eif5b	1	16
MGP_CASTEiJ_G0015301	Rev1	1	0
MGP_CASTEiJ_G0035712	Gm37062	1	0
MGP_CASTEiJ_G0004673	Gm5099	1	0
MGP_CASTEiJ_G0015302	Aff3	1	0
MGP_CASTEiJ_G0015171	Fam150a	1	50
MGP_CASTEiJ_G0002561	Gm16150	1	0
MGP_CASTEiJ_G0002562	Gm16151	1	0
MGP_CASTEiJ_G0009723		1	2
MGP_CASTEiJ_G0009724		1	0
MGP_CASTEiJ_G0002563	Gm16152	1	0
MGP_CASTEiJ_G0009823		1	0
MGP_CASTEiJ_G0009824		1	0
MGP_CASTEiJ_G0000365		1	0
MGP_CASTEiJ_G0015303	Lonrf2	1	0
MGP_CASTEiJ_G0015304	Chst10	1	0
MGP_CASTEiJ_G0002564		1	0
MGP_CASTEiJ_G0009825		1	0
MGP_CASTEiJ_G0015305	Nms	1	0
MGP_CASTEiJ_G0015306	Pdcl3	1	224
MGP_CASTEiJ_G0000366		1	0
MGP_CASTEiJ_G0004674	Gm37821	1	0
MGP_CASTEiJ_G0007428	Mir6349	1	0
MGP_CASTEiJ_G0015307	Npas2	1	7
MGP_CASTEiJ_G0009826		1	0
MGP_CASTEiJ_G0015308	Rpl31	1	1
MGP_CASTEiJ_G0015309	Tbc1d8	1	37
MGP_CASTEiJ_G0015172	St18	1	0
MGP_CASTEiJ_G0000367		1	0
MGP_CASTEiJ_G0037177	Gm24826	1	0
MGP_CASTEiJ_G0037178	Gm24826	1	0
MGP_CASTEiJ_G0015310	Cnot11	1	96
MGP_CASTEiJ_G0014408	Gm15832	1	9
MGP_CASTEiJ_G0037179	Snord89	1	0
MGP_CASTEiJ_G0015311	Rnf149	1	7
MGP_CASTEiJ_G0037180	Gm23722	1	0
MGP_CASTEiJ_G0009827		1	9
MGP_CASTEiJ_G0015312	Creg2	1	0
MGP_CASTEiJ_G0002565	D930019O06Rik	1	0
MGP_CASTEiJ_G0015313	Rfx8	1	0
MGP_CASTEiJ_G0015314	Gm3646	1	0
MGP_CASTEiJ_G0004675	1700066B17Rik	1	0
MGP_CASTEiJ_G0015315	Map4k4	1	469
MGP_CASTEiJ_G0000368		1	1
MGP_CASTEiJ_G0015316	Il1r2	1	1
MGP_CASTEiJ_G0002566	Gm16894	1	0
MGP_CASTEiJ_G0000369		1	0
MGP_CASTEiJ_G0015317	Il1r1	1	267
MGP_CASTEiJ_G0015318		1	3
MGP_CASTEiJ_G0009828		1	0
MGP_CASTEiJ_G0015319	Il1rl1	1	0
MGP_CASTEiJ_G0015320	Il18r1	1	273
MGP_CASTEiJ_G0015321	Il18rap	1	4
MGP_CASTEiJ_G0002567	Gm35801	1	0
MGP_CASTEiJ_G0015322	Slc9a4	1	0
MGP_CASTEiJ_G0000370		1	0
MGP_CASTEiJ_G0015323	Slc9a2	1	0
MGP_CASTEiJ_G0002568	Gm37623	1	0
MGP_CASTEiJ_G0002569	Gm37915	1	3
MGP_CASTEiJ_G0015324	Mfsd9	1	1
MGP_CASTEiJ_G0015325	Tmem182	1	0
MGP_CASTEiJ_G0009829		1	0
MGP_CASTEiJ_G0004676	4930448I06Rik	1	0
MGP_CASTEiJ_G0004677	Gm28634	1	0
MGP_CASTEiJ_G0004678	Gm29260	1	0
MGP_CASTEiJ_G0015158	Xkr4	1	0
MGP_CASTEiJ_G0004679	Gm9915	1	0
MGP_CASTEiJ_G0004680	Gm29664	1	0
MGP_CASTEiJ_G0004681		1	0
MGP_CASTEiJ_G0004682	Gm28140	1	0
MGP_CASTEiJ_G0000371		1	0
MGP_CASTEiJ_G0004683	Pantr1	1	0
MGP_CASTEiJ_G0000372		1	0
MGP_CASTEiJ_G0035952	Gm20646	1	0
MGP_CASTEiJ_G0015326	Pou3f3	1	1
MGP_CASTEiJ_G0014409	Pantr2	1	0
MGP_CASTEiJ_G0004684	Dalir	1	0
MGP_CASTEiJ_G0015327	Mrps9	1	244
MGP_CASTEiJ_G0037181	Gm23126	1	0
MGP_CASTEiJ_G0015328	Gpr45	1	2
MGP_CASTEiJ_G0000278		1	0
MGP_CASTEiJ_G0007429	Gm24001	1	0
MGP_CASTEiJ_G0015329	Tgfbrap1	1	501
MGP_CASTEiJ_G0002570	Gm28782	1	1
MGP_CASTEiJ_G0002571	8430432A02Rik	1	1
MGP_CASTEiJ_G0015330	AI597479	1	52
MGP_CASTEiJ_G0015331	Fhl2	1	0
MGP_CASTEiJ_G0004685	Gm29040	1	0
MGP_CASTEiJ_G0015332		1	16
MGP_CASTEiJ_G0000373		1	0
MGP_CASTEiJ_G0009725		1	0
MGP_CASTEiJ_G0000374		1	0
MGP_CASTEiJ_G0009726		1	0
MGP_CASTEiJ_G0015333	1500015O10Rik	1	0
MGP_CASTEiJ_G0002572	Gm29155	1	0
MGP_CASTEiJ_G0004686	Gm29157	1	0
MGP_CASTEiJ_G0004687	Gm29156	1	0
MGP_CASTEiJ_G0015334	Uxs1	1	72
MGP_CASTEiJ_G0009830		1	0
MGP_CASTEiJ_G0009831		1	0
MGP_CASTEiJ_G0037182	Gm26352	1	0
MGP_CASTEiJ_G0007430		1	0
MGP_CASTEiJ_G0015335	Tpp2	1	106
MGP_CASTEiJ_G0015336	Mettl21c	1	4
MGP_CASTEiJ_G0015337	Gm8251	1	0
MGP_CASTEiJ_G0015338	Tex30	1	8
MGP_CASTEiJ_G0014410	Gm29247	1	0
MGP_CASTEiJ_G0015339	Kdelc1	1	21
MGP_CASTEiJ_G0015340	Bivm	1	97
MGP_CASTEiJ_G0015341	Ercc5	1	150
MGP_CASTEiJ_G0015342	Mettl21e	1	0
MGP_CASTEiJ_G0009832		1	0
MGP_CASTEiJ_G0014411	Gm28893	1	0
MGP_CASTEiJ_G0009727		1	0
MGP_CASTEiJ_G0009833		1	15
MGP_CASTEiJ_G0015343	Gulp1	1	0
MGP_CASTEiJ_G0000375		1	0
MGP_CASTEiJ_G0009728		1	0
MGP_CASTEiJ_G0009834		1	0
MGP_CASTEiJ_G0002573	4930521E06Rik	1	0
MGP_CASTEiJ_G0009835		1	0
MGP_CASTEiJ_G0009729		1	0
MGP_CASTEiJ_G0009837		1	0
MGP_CASTEiJ_G0009836		1	0
MGP_CASTEiJ_G0009838		1	0
MGP_CASTEiJ_G0009839		1	0
MGP_CASTEiJ_G0015344	Col3a1	1	6
MGP_CASTEiJ_G0007431		1	0
MGP_CASTEiJ_G0015345	Col5a2	1	16
MGP_CASTEiJ_G0015173	Pcmtd1	1	448
MGP_CASTEiJ_G0000376		1	0
MGP_CASTEiJ_G0009840		1	0
MGP_CASTEiJ_G0009841		1	2
MGP_CASTEiJ_G0009842		1	0
MGP_CASTEiJ_G0035995	Gm23216	1	0
MGP_CASTEiJ_G0037183	Gm23974	1	0
MGP_CASTEiJ_G0009843		1	0
MGP_CASTEiJ_G0035639	Gm23984	1	0
MGP_CASTEiJ_G0015346	Wdr75	1	132
MGP_CASTEiJ_G0009844		1	0
MGP_CASTEiJ_G0015347	Gm5269	1	0
MGP_CASTEiJ_G0009845		1	0
MGP_CASTEiJ_G0015348		1	0
MGP_CASTEiJ_G0015349	Slc40a1	1	0
MGP_CASTEiJ_G0009846		1	0
MGP_CASTEiJ_G0038396		1	0
MGP_CASTEiJ_G0009847		1	0
MGP_CASTEiJ_G0009730		1	0
MGP_CASTEiJ_G0015350		1	0
MGP_CASTEiJ_G0000279		1	1
MGP_CASTEiJ_G0009708		1	0
MGP_CASTEiJ_G0009731		1	0
MGP_CASTEiJ_G0015352	Slc39a10	1	76
MGP_CASTEiJ_G0004688	Gm28151	1	3
MGP_CASTEiJ_G0000377		1	0
MGP_CASTEiJ_G0009848		1	1
MGP_CASTEiJ_G0004689		1	0
MGP_CASTEiJ_G0000378		1	0
MGP_CASTEiJ_G0007432	Mir6350	1	0
MGP_CASTEiJ_G0009849		1	0
MGP_CASTEiJ_G0037159	Gm23274	1	0
MGP_CASTEiJ_G0000379		1	0
MGP_CASTEiJ_G0009102	Gm23829	1	0
MGP_CASTEiJ_G0009850		1	0
MGP_CASTEiJ_G0009732		1	0
MGP_CASTEiJ_G0009851		1	0
MGP_CASTEiJ_G0035996	Gm23240	1	0
MGP_CASTEiJ_G0009852		1	0
MGP_CASTEiJ_G0009854		1	0
MGP_CASTEiJ_G0009853		1	0
MGP_CASTEiJ_G0004637		1	0
MGP_CASTEiJ_G0009855		1	0
MGP_CASTEiJ_G0009856		1	0
MGP_CASTEiJ_G0009857		1	0
MGP_CASTEiJ_G0009858		1	0
MGP_CASTEiJ_G0004690	C230029F24Rik	1	0
MGP_CASTEiJ_G0009859		1	0
MGP_CASTEiJ_G0009860		1	0
MGP_CASTEiJ_G0009861		1	0
MGP_CASTEiJ_G0004638	Gm30414	1	0
MGP_CASTEiJ_G0009862		1	0
MGP_CASTEiJ_G0009863		1	0
MGP_CASTEiJ_G0009864		1	0
MGP_CASTEiJ_G0009865		1	0
MGP_CASTEiJ_G0009103	Gm27330	1	0
MGP_CASTEiJ_G0004691	Gm29665	1	0
MGP_CASTEiJ_G0009866		1	0
MGP_CASTEiJ_G0009104	Gm25843	1	0
MGP_CASTEiJ_G0009733		1	0
MGP_CASTEiJ_G0009734		1	0
MGP_CASTEiJ_G0015353	Tmeff2	1	0
MGP_CASTEiJ_G0002574	Gm28319	1	0
MGP_CASTEiJ_G0035713	Gm28320	1	0
MGP_CASTEiJ_G0004692	Gm29325	1	0
MGP_CASTEiJ_G0002575	9330175M20Rik	1	0
MGP_CASTEiJ_G0015354	Sdpr	1	95
MGP_CASTEiJ_G0009867		1	0
MGP_CASTEiJ_G0009735		1	0
MGP_CASTEiJ_G0009868		1	70
MGP_CASTEiJ_G0004693	1700072G22Rik	1	66
MGP_CASTEiJ_G0015355	Nabp1	1	237
MGP_CASTEiJ_G0004694	Gm17767	1	3
MGP_CASTEiJ_G0000380		1	0
MGP_CASTEiJ_G0004695	Gm28055	1	0
MGP_CASTEiJ_G0015356	Myo1b	1	414
MGP_CASTEiJ_G0035714	Gm29453	1	0
MGP_CASTEiJ_G0035715	Gm28323	1	0
MGP_CASTEiJ_G0009736		1	0
MGP_CASTEiJ_G0009869		1	0
MGP_CASTEiJ_G0037184	Gm27607	1	0
MGP_CASTEiJ_G0009870		1	0
MGP_CASTEiJ_G0015357	Stat4	1	1
MGP_CASTEiJ_G0014412	Gm28177	1	0
MGP_CASTEiJ_G0015358	Stat1	1	70
MGP_CASTEiJ_G0038631		1	13
MGP_CASTEiJ_G0015359	Gls	1	290
MGP_CASTEiJ_G0009871		1	0
MGP_CASTEiJ_G0035997	Gm23460	1	0
MGP_CASTEiJ_G0015360	Nab1	1	321
MGP_CASTEiJ_G0009872		1	1
MGP_CASTEiJ_G0009873		1	0
MGP_CASTEiJ_G0004696	Gm553	1	0
MGP_CASTEiJ_G0004697	Gm28178	1	0
MGP_CASTEiJ_G0015361	Nemp2	1	69
MGP_CASTEiJ_G0000381		1	0
MGP_CASTEiJ_G0015362	Mfsd6	1	446
MGP_CASTEiJ_G0035716	Gm29670	1	0
MGP_CASTEiJ_G0009874		1	0
MGP_CASTEiJ_G0015363	Inpp1	1	29
MGP_CASTEiJ_G0015364	Hibch	1	265
MGP_CASTEiJ_G0009875		1	0
MGP_CASTEiJ_G0015365	1700019D03Rik	1	17
MGP_CASTEiJ_G0015366	Mstn	1	0
MGP_CASTEiJ_G0037185	Gm24349	1	0
MGP_CASTEiJ_G0015367	1700019A02Rik	1	0
MGP_CASTEiJ_G0015368	Pms1	1	10
MGP_CASTEiJ_G0002576	Gm28777	1	0
MGP_CASTEiJ_G0015369	Ormdl1	1	19
MGP_CASTEiJ_G0015370	Gm28778	1	0
MGP_CASTEiJ_G0015371	Osgepl1	1	43
MGP_CASTEiJ_G0015372	Gm28551	1	1
MGP_CASTEiJ_G0015373		1	2
MGP_CASTEiJ_G0038632		1	0
MGP_CASTEiJ_G0009876		1	0
MGP_CASTEiJ_G0009877		1	0
MGP_CASTEiJ_G0007433	Gm25240	1	0
MGP_CASTEiJ_G0015374	Stk17b	1	65
MGP_CASTEiJ_G0000382		1	0
MGP_CASTEiJ_G0015375	Hecw2	1	13
MGP_CASTEiJ_G0007434	Mir7681	1	0
MGP_CASTEiJ_G0035998	Gm24251	1	0
MGP_CASTEiJ_G0000383		1	0
MGP_CASTEiJ_G0015376	Ccdc150	1	0
MGP_CASTEiJ_G0015377	Gtf3c3	1	92
MGP_CASTEiJ_G0015378	Pgap1	1	60
MGP_CASTEiJ_G0000384		1	0
MGP_CASTEiJ_G0009878		1	0
MGP_CASTEiJ_G0015379	Ankrd44	1	402
MGP_CASTEiJ_G0002577	4930444A19Rik	1	0
MGP_CASTEiJ_G0007435	Gm24053	1	0
MGP_CASTEiJ_G0000385		1	0
MGP_CASTEiJ_G0015380	Sf3b1	1	1137
MGP_CASTEiJ_G0000386		1	23
MGP_CASTEiJ_G0015381	Coq10b	1	121
MGP_CASTEiJ_G0009879		1	17
MGP_CASTEiJ_G0015382		1	101
MGP_CASTEiJ_G0015383	Hspe1	1	193
MGP_CASTEiJ_G0009880		1	0
MGP_CASTEiJ_G0009881		1	7
MGP_CASTEiJ_G0015384	Mob4	1	60
MGP_CASTEiJ_G0009882		1	0
MGP_CASTEiJ_G0009883		1	0
MGP_CASTEiJ_G0009884		1	0
MGP_CASTEiJ_G0015385	Rftn2	1	22
MGP_CASTEiJ_G0002578	Gm10561	1	0
MGP_CASTEiJ_G0015386	Mars2	1	18
MGP_CASTEiJ_G0015387	Boll	1	0
MGP_CASTEiJ_G0009885		1	36
MGP_CASTEiJ_G0009886		1	0
MGP_CASTEiJ_G0009887		1	0
MGP_CASTEiJ_G0015388	Plcl1	1	1
MGP_CASTEiJ_G0000387		1	0
MGP_CASTEiJ_G0004698	9130227L01Rik	1	0
MGP_CASTEiJ_G0000388		1	0
MGP_CASTEiJ_G0004699	1700003I22Rik	1	0
MGP_CASTEiJ_G0000265		1	0
MGP_CASTEiJ_G0004700	Gm28240	1	0
MGP_CASTEiJ_G0015389	Hsfy2	1	0
MGP_CASTEiJ_G0015390	Satb2	1	7
MGP_CASTEiJ_G0014413	9130024F11Rik	1	0
MGP_CASTEiJ_G0000389		1	0
MGP_CASTEiJ_G0000266		1	0
MGP_CASTEiJ_G0004701	1700126A01Rik	1	0
MGP_CASTEiJ_G0004702	BC055402	1	0
MGP_CASTEiJ_G0009888		1	0
MGP_CASTEiJ_G0004703	4930558J18Rik	1	0
MGP_CASTEiJ_G0015391	1700066M21Rik	1	14
MGP_CASTEiJ_G0015392	Tyw5	1	14
MGP_CASTEiJ_G0015393	9430016H08Rik	1	17
MGP_CASTEiJ_G0037186	Gm22371	1	0
MGP_CASTEiJ_G0035999	Gm24014	1	0
MGP_CASTEiJ_G0009889		1	0
MGP_CASTEiJ_G0009890		1	0
MGP_CASTEiJ_G0015394	Spats2l	1	4
MGP_CASTEiJ_G0015174	Sntg1	1	0
MGP_CASTEiJ_G0015395	Kctd18	1	26
MGP_CASTEiJ_G0015396		1	3
MGP_CASTEiJ_G0015397	Aox1	1	318
MGP_CASTEiJ_G0015398	Aox3	1	127
MGP_CASTEiJ_G0037187	Gm24548	1	0
MGP_CASTEiJ_G0015399	Aox4	1	3
MGP_CASTEiJ_G0002579	Gm15759	1	0
MGP_CASTEiJ_G0015400	Aox2	1	6
MGP_CASTEiJ_G0015401	Bzw1	1	432
MGP_CASTEiJ_G0015402	Clk1	1	204
MGP_CASTEiJ_G0015403	Ppil3	1	15
MGP_CASTEiJ_G0015404	Nif3l1	1	35
MGP_CASTEiJ_G0015405	Orc2	1	49
MGP_CASTEiJ_G0036000	Gm23966	1	0
MGP_CASTEiJ_G0004704	Gm15834	1	3
MGP_CASTEiJ_G0015406	Fam126b	1	66
MGP_CASTEiJ_G0000280		1	0
MGP_CASTEiJ_G0015407	Ndufb3	1	218
MGP_CASTEiJ_G0009891		1	0
MGP_CASTEiJ_G0015408		1	0
MGP_CASTEiJ_G0015409	Cflar	1	257
MGP_CASTEiJ_G0009892		1	0
MGP_CASTEiJ_G0009737		1	0
MGP_CASTEiJ_G0009893		1	0
MGP_CASTEiJ_G0015410	Casp8	1	140
MGP_CASTEiJ_G0000390		1	0
MGP_CASTEiJ_G0038529		1	0
MGP_CASTEiJ_G0015411	Trak2	1	305
MGP_CASTEiJ_G0015412	Stradb	1	38
MGP_CASTEiJ_G0038633		1	0
MGP_CASTEiJ_G0002580	Gm29018	1	1
MGP_CASTEiJ_G0015413	Als2cr11	1	0
MGP_CASTEiJ_G0037188	Gm25502	1	0
MGP_CASTEiJ_G0015414	Tmem237	1	19
MGP_CASTEiJ_G0002581	G730003C15Rik	1	2
MGP_CASTEiJ_G0015415	Mpp4	1	4
MGP_CASTEiJ_G0002582	Gm29017	1	1
MGP_CASTEiJ_G0009894		1	0
MGP_CASTEiJ_G0015416		1	128
MGP_CASTEiJ_G0000281		1	0
MGP_CASTEiJ_G0015417	Cdk15	1	0
MGP_CASTEiJ_G0004705		1	0
MGP_CASTEiJ_G0000391		1	1
MGP_CASTEiJ_G0015418	Fzd7	1	103
MGP_CASTEiJ_G0004706	Gm26813	1	62
MGP_CASTEiJ_G0015419	Gm973	1	3
MGP_CASTEiJ_G0002583	Gm28411	1	0
MGP_CASTEiJ_G0002584	1700122D07Rik	1	0
MGP_CASTEiJ_G0015420	Sumo1	1	0
MGP_CASTEiJ_G0009105	Gm24545	1	0
MGP_CASTEiJ_G0000392		1	1
MGP_CASTEiJ_G0009895		1	0
MGP_CASTEiJ_G0015421	Nop58	1	87
