gene_id	gene_name	chromosome	count
MGP_CASTEiJ_G0019555	Zscan12	13	34
MGP_CASTEiJ_G0010678		13	0
MGP_CASTEiJ_G0019556	Zkscan3	13	126
MGP_CASTEiJ_G0007850	Mir6942	13	0
MGP_CASTEiJ_G0019557	Pgbd1	13	3
MGP_CASTEiJ_G0014559	4930470G03Rik	13	0
MGP_CASTEiJ_G0019558	Zscan26	13	338
MGP_CASTEiJ_G0007851	Mir1896	13	0
MGP_CASTEiJ_G0019559	Nkapl	13	4
MGP_CASTEiJ_G0019560	Gm10065	13	0
MGP_CASTEiJ_G0019561	Zkscan4	13	8
MGP_CASTEiJ_G0036251	Gm23779	13	0
MGP_CASTEiJ_G0010679		13	0
MGP_CASTEiJ_G0019562	Zkscan8	13	71
MGP_CASTEiJ_G0019563		13	0
MGP_CASTEiJ_G0019564		13	0
MGP_CASTEiJ_G0019565	Olfr1535	13	0
MGP_CASTEiJ_G0019566	Olfr1364	13	0
MGP_CASTEiJ_G0019567	Olfr1362	13	0
MGP_CASTEiJ_G0019568	Olfr11	13	0
MGP_CASTEiJ_G0019569	Olfr1361	13	0
MGP_CASTEiJ_G0019571		13	0
MGP_CASTEiJ_G0019572	Hist1h3h	13	0
MGP_CASTEiJ_G0019573	Hist1h2bq	13	0
MGP_CASTEiJ_G0019574	Hist1h2br	13	0
MGP_CASTEiJ_G0019575	Hist1h4j	13	1
MGP_CASTEiJ_G0019576	Hist1h4k	13	0
MGP_CASTEiJ_G0019577	Hist1h2ak	13	0
MGP_CASTEiJ_G0003056	Gm11274	13	0
MGP_CASTEiJ_G0019578	Hist1h1b	13	0
MGP_CASTEiJ_G0019579	Hist1h3i	13	0
MGP_CASTEiJ_G0019580	Hist1h4n	13	0
MGP_CASTEiJ_G0010680		13	0
MGP_CASTEiJ_G0007852	Mir1983	13	0
MGP_CASTEiJ_G0010681		13	0
MGP_CASTEiJ_G0007853	Gm44456	13	0
MGP_CASTEiJ_G0003057	Gm11280	13	0
MGP_CASTEiJ_G0019581	Zfp184	13	9
MGP_CASTEiJ_G0010682		13	0
MGP_CASTEiJ_G0010683		13	0
MGP_CASTEiJ_G0019582	Pom121l2	13	0
MGP_CASTEiJ_G0019583	Prss16	13	0
MGP_CASTEiJ_G0003058	Gm11290	13	0
MGP_CASTEiJ_G0014560	Gm11291	13	0
MGP_CASTEiJ_G0014561	Gm11292	13	0
MGP_CASTEiJ_G0019584		13	0
MGP_CASTEiJ_G0019585	Hist1h4i	13	0
MGP_CASTEiJ_G0019586	Hist1h4m	13	0
MGP_CASTEiJ_G0019587	Hist1h2bp	13	1
MGP_CASTEiJ_G0019588	Hist1h2bj	13	0
MGP_CASTEiJ_G0038755		13	1
MGP_CASTEiJ_G0038756		13	0
MGP_CASTEiJ_G0019589		13	0
MGP_CASTEiJ_G0019590	Vmn1r192	13	0
MGP_CASTEiJ_G0019591	Vmn1r194	13	0
MGP_CASTEiJ_G0019592	Vmn1r195	13	0
MGP_CASTEiJ_G0019593	Vmn1r196	13	0
MGP_CASTEiJ_G0038757		13	0
MGP_CASTEiJ_G0019594	Vmn1r197	13	0
MGP_CASTEiJ_G0019595	Vmn1r198	13	0
MGP_CASTEiJ_G0019596	Vmn1r199	13	0
MGP_CASTEiJ_G0038758		13	0
MGP_CASTEiJ_G0038759		13	0
MGP_CASTEiJ_G0038760		13	0
MGP_CASTEiJ_G0038761		13	0
MGP_CASTEiJ_G0019597	Vmn1r209	13	0
MGP_CASTEiJ_G0019598		13	0
MGP_CASTEiJ_G0038762		13	0
MGP_CASTEiJ_G0010684		13	0
MGP_CASTEiJ_G0019599	Vmn1r201	13	0
MGP_CASTEiJ_G0038763		13	0
MGP_CASTEiJ_G0038764		13	0
MGP_CASTEiJ_G0038765		13	0
MGP_CASTEiJ_G0019600	Vmn1r202	13	0
MGP_CASTEiJ_G0019601	Vmn1r205	13	0
MGP_CASTEiJ_G0038766		13	0
MGP_CASTEiJ_G0010685		13	3
MGP_CASTEiJ_G0019602	Vmn1r208	13	0
MGP_CASTEiJ_G0038767		13	0
MGP_CASTEiJ_G0003059	Gm11314	13	0
MGP_CASTEiJ_G0003060	Gm11309	13	0
MGP_CASTEiJ_G0019603	Vmn1r210	13	0
MGP_CASTEiJ_G0038768		13	0
MGP_CASTEiJ_G0019604	Vmn1r211	13	0
MGP_CASTEiJ_G0038769		13	0
MGP_CASTEiJ_G0037472	Gm23774	13	0
MGP_CASTEiJ_G0019476	Gdi2	13	505
MGP_CASTEiJ_G0038770		13	0
MGP_CASTEiJ_G0038771		13	0
MGP_CASTEiJ_G0038772		13	0
MGP_CASTEiJ_G0038773		13	0
MGP_CASTEiJ_G0038774		13	0
MGP_CASTEiJ_G0019605	Vmn1r213	13	0
MGP_CASTEiJ_G0038775		13	0
MGP_CASTEiJ_G0019606	Vmn1r214	13	0
MGP_CASTEiJ_G0038776		13	0
MGP_CASTEiJ_G0019607	Vmn1r215	13	0
MGP_CASTEiJ_G0019608	Vmn1r216	13	0
MGP_CASTEiJ_G0010686		13	0
MGP_CASTEiJ_G0038777		13	0
MGP_CASTEiJ_G0019609	Vmn1r217	13	0
MGP_CASTEiJ_G0019610	Vmn1r220	13	0
MGP_CASTEiJ_G0019611	Vmn1r218	13	0
MGP_CASTEiJ_G0019612	Vmn1r219	13	0
MGP_CASTEiJ_G0038778		13	0
MGP_CASTEiJ_G0038779		13	0
MGP_CASTEiJ_G0005281	4930557F10Rik	13	0
MGP_CASTEiJ_G0005282	4933404K08Rik	13	0
MGP_CASTEiJ_G0010687		13	0
MGP_CASTEiJ_G0014562	4930586N03Rik	13	0
MGP_CASTEiJ_G0019613	Zfp322a	13	0
MGP_CASTEiJ_G0010688		13	0
MGP_CASTEiJ_G0019614	Abt1	13	0
MGP_CASTEiJ_G0005283	C230035I16Rik	13	0
MGP_CASTEiJ_G0019615	Hist1h3d	13	0
MGP_CASTEiJ_G0019616	Btn1a1	13	0
MGP_CASTEiJ_G0019617	Btn2a2	13	0
MGP_CASTEiJ_G0007854	n-TStga1	13	0
MGP_CASTEiJ_G0014563	Gm11335	13	0
MGP_CASTEiJ_G0019618	Hist1h4h	13	0
MGP_CASTEiJ_G0019619	Hist1h2bh	13	0
MGP_CASTEiJ_G0019620	Hist1h4f	13	0
MGP_CASTEiJ_G0019621	Hist1h1d	13	0
MGP_CASTEiJ_G0019622	Hist1h4d	13	2
MGP_CASTEiJ_G0019623	Hist1h2be	13	7
MGP_CASTEiJ_G0038540		13	0
MGP_CASTEiJ_G0019624	Hist1h1e	13	2
MGP_CASTEiJ_G0036252	Gm22452	13	0
MGP_CASTEiJ_G0035426	Gm24991	13	0
MGP_CASTEiJ_G0019625	Hist1h2bc	13	93
MGP_CASTEiJ_G0019626	Hist1h1t	13	1
MGP_CASTEiJ_G0019627	Hist1h4c	13	2
MGP_CASTEiJ_G0019628	Hfe	13	34
MGP_CASTEiJ_G0038780		13	5
MGP_CASTEiJ_G0019629	Hist1h1c	13	94
MGP_CASTEiJ_G0019630		13	0
MGP_CASTEiJ_G0019631	Hist1h2bb	13	7
MGP_CASTEiJ_G0019632	Hist1h2ae	13	1
MGP_CASTEiJ_G0019633		13	1
MGP_CASTEiJ_G0014564	4930558J22Rik	13	0
MGP_CASTEiJ_G0019634	Hist1h4b	13	0
MGP_CASTEiJ_G0019635	Hist1h4a	13	2
MGP_CASTEiJ_G0019636	Trim38	13	1
MGP_CASTEiJ_G0003061	Gm11337	13	0
MGP_CASTEiJ_G0019637	Slc17a2	13	1
MGP_CASTEiJ_G0019638	Slc17a3	13	0
MGP_CASTEiJ_G0019639	Slc17a1	13	0
MGP_CASTEiJ_G0019640	Slc17a4	13	0
MGP_CASTEiJ_G0010689		13	0
MGP_CASTEiJ_G0019641	Hist1h2ba	13	0
MGP_CASTEiJ_G0019642	Hist1h2aa	13	0
MGP_CASTEiJ_G0007855	Gm44344	13	0
MGP_CASTEiJ_G0019643	Scgn	13	0
MGP_CASTEiJ_G0003062	Gm11339	13	0
MGP_CASTEiJ_G0019644	Lrrc16a	13	206
MGP_CASTEiJ_G0010690		13	6
MGP_CASTEiJ_G0010691		13	0
MGP_CASTEiJ_G0037473	Gm23340	13	0
MGP_CASTEiJ_G0010692		13	0
MGP_CASTEiJ_G0005284	Gm11342	13	0
MGP_CASTEiJ_G0005285	Gm11345	13	0
MGP_CASTEiJ_G0019645	Cmah	13	0
MGP_CASTEiJ_G0010693		13	0
MGP_CASTEiJ_G0036253	Gm22013	13	0
MGP_CASTEiJ_G0019646	Fam65b	13	1
MGP_CASTEiJ_G0038416		13	0
MGP_CASTEiJ_G0005286	C530050E15Rik	13	0
MGP_CASTEiJ_G0003063	1700016G14Rik	13	0
MGP_CASTEiJ_G0019647	Gmnn	13	22
MGP_CASTEiJ_G0019648	BC005537	13	332
MGP_CASTEiJ_G0037474	Gm22358	13	2
MGP_CASTEiJ_G0019649	Acot13	13	289
MGP_CASTEiJ_G0019650	Tdp2	13	515
MGP_CASTEiJ_G0019651	D130043K22Rik	13	0
MGP_CASTEiJ_G0003064	4932702P03Rik	13	0
MGP_CASTEiJ_G0019652	Aldh5a1	13	26
MGP_CASTEiJ_G0014565	9330162012Rik	13	10
MGP_CASTEiJ_G0019653		13	99
MGP_CASTEiJ_G0019654	Mrs2	13	189
MGP_CASTEiJ_G0019655	Dcdc2a	13	0
MGP_CASTEiJ_G0010694		13	0
MGP_CASTEiJ_G0019656	Nrsn1	13	0
MGP_CASTEiJ_G0010695		13	0
MGP_CASTEiJ_G0010696		13	0
MGP_CASTEiJ_G0005287	Gm11351	13	0
MGP_CASTEiJ_G0010697		13	0
MGP_CASTEiJ_G0007844	Gm26043	13	0
MGP_CASTEiJ_G0005288	1700092E19Rik	13	0
MGP_CASTEiJ_G0005278	1700016G22Rik	13	184
MGP_CASTEiJ_G0019495	Klf6	13	1694
MGP_CASTEiJ_G0019657	Hdgfl1	13	0
MGP_CASTEiJ_G0010698		13	0
MGP_CASTEiJ_G0010699		13	0
MGP_CASTEiJ_G0019658	Prl	13	0
MGP_CASTEiJ_G0019659		13	0
MGP_CASTEiJ_G0019660		13	0
MGP_CASTEiJ_G0019661		13	0
MGP_CASTEiJ_G0019662	Prl3c1	13	0
MGP_CASTEiJ_G0019663	Prl3b1	13	0
MGP_CASTEiJ_G0019664	Prl3a1	13	0
MGP_CASTEiJ_G0005289	4930511O05Rik	13	0
MGP_CASTEiJ_G0010700		13	0
MGP_CASTEiJ_G0019665	Prl6a1	13	0
MGP_CASTEiJ_G0010701		13	0
MGP_CASTEiJ_G0038781		13	0
MGP_CASTEiJ_G0019666	Prl8a2	13	0
MGP_CASTEiJ_G0019667	Prl2b1	13	0
MGP_CASTEiJ_G0019668	Prl8a6	13	0
MGP_CASTEiJ_G0019669	Prl8a8	13	0
MGP_CASTEiJ_G0019670	Prl8a9	13	0
MGP_CASTEiJ_G0019671	Prl8a1	13	0
MGP_CASTEiJ_G0019672	Prl7b1	13	0
MGP_CASTEiJ_G0019673	Prl7a1	13	0
MGP_CASTEiJ_G0019674	Prl7a2	13	0
MGP_CASTEiJ_G0038782		13	0
MGP_CASTEiJ_G0019675	Prl7d1	13	0
MGP_CASTEiJ_G0019676	Prl2a1	13	0
MGP_CASTEiJ_G0007845	Gm26259	13	0
MGP_CASTEiJ_G0019677	Prl4a1	13	0
MGP_CASTEiJ_G0019678	Prl5a1	13	0
MGP_CASTEiJ_G0014566		13	7
MGP_CASTEiJ_G0010702		13	0
MGP_CASTEiJ_G0007856	Mir6368	13	0
MGP_CASTEiJ_G0035265		13	0
MGP_CASTEiJ_G0010703		13	52
MGP_CASTEiJ_G0005290	Gm26735	13	0
MGP_CASTEiJ_G0019679	Sox4	13	43
MGP_CASTEiJ_G0005291	A330102I10Rik	13	7
MGP_CASTEiJ_G0010704		13	0
MGP_CASTEiJ_G0019680	Cdkal1	13	82
MGP_CASTEiJ_G0035758	Gm11364	13	0
MGP_CASTEiJ_G0019681	E2f3	13	4
MGP_CASTEiJ_G0003065	Gm11365	13	0
MGP_CASTEiJ_G0010705		13	0
MGP_CASTEiJ_G0019682	Mboat1	13	44
MGP_CASTEiJ_G0036254	Gm23206	13	0
MGP_CASTEiJ_G0010706		13	0
MGP_CASTEiJ_G0019683	Agtr1a	13	0
MGP_CASTEiJ_G0010707		13	0
MGP_CASTEiJ_G0019684	Uqcrfs1	13	143
MGP_CASTEiJ_G0005292	4930519D14Rik	13	0
MGP_CASTEiJ_G0019685	Dusp22	13	0
MGP_CASTEiJ_G0010708		13	0
MGP_CASTEiJ_G0019686	Irf4	13	1
MGP_CASTEiJ_G0019687	Exoc2	13	76
MGP_CASTEiJ_G0019688	Hus1b	13	0
MGP_CASTEiJ_G0019689	Gm5447	13	0
MGP_CASTEiJ_G0010709		13	0
MGP_CASTEiJ_G0010710		13	0
MGP_CASTEiJ_G0005293	4930401O12Rik	13	0
MGP_CASTEiJ_G0005294	Gm11376	13	0
MGP_CASTEiJ_G0005295	Gm11373	13	0
MGP_CASTEiJ_G0005296	Gm11374	13	0
MGP_CASTEiJ_G0005297	G630018N14Rik	13	0
MGP_CASTEiJ_G0037475	Gm22330	13	0
MGP_CASTEiJ_G0005298	Gm11375	13	0
MGP_CASTEiJ_G0037476	Gm23351	13	0
MGP_CASTEiJ_G0019690	A530084C06Rik	13	8
MGP_CASTEiJ_G0019691	Foxq1	13	73
MGP_CASTEiJ_G0005299	Gm11377	13	65
MGP_CASTEiJ_G0005300		13	30
MGP_CASTEiJ_G0005301	Gm11378	13	0
MGP_CASTEiJ_G0019692	Foxf2	13	0
MGP_CASTEiJ_G0007857	Gm27516	13	0
MGP_CASTEiJ_G0036255	Gm25186	13	0
MGP_CASTEiJ_G0003066	Gm11379	13	0
MGP_CASTEiJ_G0019693	Foxc1	13	0
MGP_CASTEiJ_G0019694	Gmds	13	20
MGP_CASTEiJ_G0010711		13	0
MGP_CASTEiJ_G0019496	Gm28465	13	0
MGP_CASTEiJ_G0005302	Gm11381	13	0
MGP_CASTEiJ_G0019695		13	0
MGP_CASTEiJ_G0036256	Gm27342	13	0
MGP_CASTEiJ_G0019696	Wrnip1	13	45
MGP_CASTEiJ_G0019697	D930007J09Rik	13	0
MGP_CASTEiJ_G0019698	Serpinb1a	13	1
MGP_CASTEiJ_G0038783		13	0
MGP_CASTEiJ_G0019699	Serpinb1c	13	0
MGP_CASTEiJ_G0019700	Serpinb6b	13	489
MGP_CASTEiJ_G0019701	Serpinb9	13	110
MGP_CASTEiJ_G0038784		13	0
MGP_CASTEiJ_G0019702	Serpinb9b	13	0
MGP_CASTEiJ_G0019703	Serpinb1b	13	3
MGP_CASTEiJ_G0038785		13	0
MGP_CASTEiJ_G0010712		13	0
MGP_CASTEiJ_G0019704	Serpinb9c	13	0
MGP_CASTEiJ_G0019479	Calml3	13	0
MGP_CASTEiJ_G0019497	Pitrm1	13	204
MGP_CASTEiJ_G0038786		13	0
MGP_CASTEiJ_G0010713		13	0
MGP_CASTEiJ_G0038787		13	0
MGP_CASTEiJ_G0035643	Gm25043	13	0
MGP_CASTEiJ_G0038788		13	0
MGP_CASTEiJ_G0019705	Serpinb6d	13	0
MGP_CASTEiJ_G0038789		13	0
MGP_CASTEiJ_G0038790		13	0
MGP_CASTEiJ_G0038791		13	0
MGP_CASTEiJ_G0038792		13	0
MGP_CASTEiJ_G0038793		13	0
MGP_CASTEiJ_G0019706	Serpinb6e	13	0
MGP_CASTEiJ_G0019498	Pfkp	13	94
MGP_CASTEiJ_G0019707	Serpinb6c	13	1
MGP_CASTEiJ_G0019708	Serpinb6a	13	507
MGP_CASTEiJ_G0003067		13	0
MGP_CASTEiJ_G0019709	Nqo2	13	51
MGP_CASTEiJ_G0019710	Ripk1	13	268
MGP_CASTEiJ_G0010714		13	0
MGP_CASTEiJ_G0038417		13	14
MGP_CASTEiJ_G0019711	Bphl	13	134
MGP_CASTEiJ_G0019712	Tubb2a	13	142
MGP_CASTEiJ_G0019713	Psmg4	13	16
MGP_CASTEiJ_G0019714	Slc22a23	13	1491
MGP_CASTEiJ_G0009206	Gm24530	13	0
MGP_CASTEiJ_G0019715	Pxdc1	13	98
MGP_CASTEiJ_G0014567	Gm15908	13	1
MGP_CASTEiJ_G0019716	Fam50b	13	0
MGP_CASTEiJ_G0019717	Prpf4b	13	165
MGP_CASTEiJ_G0019718	Fam217a	13	1
MGP_CASTEiJ_G0019719	4933417A18Rik	13	0
MGP_CASTEiJ_G0010715		13	0
MGP_CASTEiJ_G0019720	Eci3	13	22
MGP_CASTEiJ_G0005303	Gm16984	13	5
MGP_CASTEiJ_G0019721	Eci2	13	94
MGP_CASTEiJ_G0014568	1700011B04Rik	13	0
MGP_CASTEiJ_G0037477	Gm22674	13	0
MGP_CASTEiJ_G0019722	Cdyl	13	55
MGP_CASTEiJ_G0036257	Gm22126	13	0
MGP_CASTEiJ_G0019723	Rpp40	13	25
MGP_CASTEiJ_G0019724	Ppp1r3g	13	0
MGP_CASTEiJ_G0019725	Lyrm4	13	6
MGP_CASTEiJ_G0019726	Fars2	13	37
MGP_CASTEiJ_G0037478	Gm26395	13	0
MGP_CASTEiJ_G0019727	Nrn1	13	205
MGP_CASTEiJ_G0019728	F13a1	13	0
MGP_CASTEiJ_G0019480		13	0
MGP_CASTEiJ_G0019481	Calm4	13	0
MGP_CASTEiJ_G0035264		13	0
MGP_CASTEiJ_G0019729	Ly86	13	0
MGP_CASTEiJ_G0005304	Gm4035	13	6
MGP_CASTEiJ_G0005305		13	7
MGP_CASTEiJ_G0005306	Gm29458	13	24
MGP_CASTEiJ_G0005307	Gm29590	13	1
MGP_CASTEiJ_G0000776		13	0
MGP_CASTEiJ_G0019730	Rreb1	13	436
MGP_CASTEiJ_G0019731	Ssr1	13	1716
MGP_CASTEiJ_G0019732	Cage1	13	21
MGP_CASTEiJ_G0019733	Riok1	13	110
MGP_CASTEiJ_G0007858	Gm27387	13	0
MGP_CASTEiJ_G0000777		13	0
MGP_CASTEiJ_G0019734	Dsp	13	779
MGP_CASTEiJ_G0019735	Snrnp48	13	54
MGP_CASTEiJ_G0007846	Gm22689	13	0
MGP_CASTEiJ_G0019736	Bmp6	13	0
MGP_CASTEiJ_G0019737	Txndc5	13	0
MGP_CASTEiJ_G0019738	Bloc1s5	13	0
MGP_CASTEiJ_G0019739	Eef1e1	13	12
MGP_CASTEiJ_G0009207	Gm22035	13	0
MGP_CASTEiJ_G0019740	Slc35b3	13	192
MGP_CASTEiJ_G0005308	Gm26514	13	1
MGP_CASTEiJ_G0005309	5033403F01Rik	13	3
MGP_CASTEiJ_G0000778		13	0
MGP_CASTEiJ_G0019482	Net1	13	630
MGP_CASTEiJ_G0036258	Gm23972	13	0
MGP_CASTEiJ_G0019741	Ofcc1	13	0
MGP_CASTEiJ_G0019742	Gm9979	13	0
MGP_CASTEiJ_G0019743	Tfap2a	13	0
MGP_CASTEiJ_G0003068	Gm26688	13	0
MGP_CASTEiJ_G0000779		13	0
MGP_CASTEiJ_G0019744	Gcnt2	13	27
MGP_CASTEiJ_G0007859	Mir5124a	13	0
MGP_CASTEiJ_G0014569	A730081D07Rik	13	0
MGP_CASTEiJ_G0019745	Pak1ip1	13	57
MGP_CASTEiJ_G0019746	Tmem14c	13	273
MGP_CASTEiJ_G0010716		13	0
MGP_CASTEiJ_G0019747	Mak	13	2
MGP_CASTEiJ_G0019748	Gcm2	13	0
MGP_CASTEiJ_G0019750	Elovl2	13	8
MGP_CASTEiJ_G0019751	Smim13	13	41
MGP_CASTEiJ_G0019752	Gm17364	13	0
MGP_CASTEiJ_G0019753	Nedd9	13	811
MGP_CASTEiJ_G0005310	Gm26877	13	0
MGP_CASTEiJ_G0036259	Gm24819	13	0
MGP_CASTEiJ_G0019754	Tmem170b	13	144
MGP_CASTEiJ_G0019755		13	0
MGP_CASTEiJ_G0019756	Adtrp	13	59
MGP_CASTEiJ_G0003069	1700061E18Rik	13	0
MGP_CASTEiJ_G0003070	Gm28564	13	0
MGP_CASTEiJ_G0000780		13	0
MGP_CASTEiJ_G0036260	Gm22157	13	0
MGP_CASTEiJ_G0005311	Gm28707	13	0
MGP_CASTEiJ_G0019757	Hivep1	13	574
MGP_CASTEiJ_G0019758	Edn1	13	314
MGP_CASTEiJ_G0019759	Phactr1	13	239
MGP_CASTEiJ_G0003071	Gm15810	13	0
MGP_CASTEiJ_G0038794		13	0
MGP_CASTEiJ_G0035759	Gm15809	13	0
MGP_CASTEiJ_G0009208	Gm26086	13	0
MGP_CASTEiJ_G0003072	Gm15813	13	1
MGP_CASTEiJ_G0019760	Tbc1d7	13	66
MGP_CASTEiJ_G0019761	Gfod1	13	24
MGP_CASTEiJ_G0019762	Sirt5	13	25
MGP_CASTEiJ_G0019763	Nol7	13	365
MGP_CASTEiJ_G0019764		13	109
MGP_CASTEiJ_G0036261	Gm26064	13	0
MGP_CASTEiJ_G0019765	Mcur1	13	304
MGP_CASTEiJ_G0019766	Rnf182	13	1
MGP_CASTEiJ_G0019767	Cd83	13	9
MGP_CASTEiJ_G0036262	Gm23117	13	0
MGP_CASTEiJ_G0005312		13	0
MGP_CASTEiJ_G0019483	Tubal3	13	0
MGP_CASTEiJ_G0005313	Gm27007	13	0
MGP_CASTEiJ_G0010717		13	0
MGP_CASTEiJ_G0005314	1700029N11Rik	13	0
MGP_CASTEiJ_G0019768	Jarid2	13	86
MGP_CASTEiJ_G0037479	Gm22213	13	0
MGP_CASTEiJ_G0019769	Dtnbp1	13	56
MGP_CASTEiJ_G0036263	Gm23104	13	0
MGP_CASTEiJ_G0010718		13	0
MGP_CASTEiJ_G0009209	Gm23755	13	0
MGP_CASTEiJ_G0019771	Mylip	13	1414
MGP_CASTEiJ_G0036264	Gm23387	13	0
MGP_CASTEiJ_G0019772	Gmpr	13	9
MGP_CASTEiJ_G0019773	Atxn1	13	176
MGP_CASTEiJ_G0019484	Ucn3	13	0
MGP_CASTEiJ_G0005315	5033430I15Rik	13	6
MGP_CASTEiJ_G0019774	Gm10113	13	0
MGP_CASTEiJ_G0019775	Stmnd1	13	0
MGP_CASTEiJ_G0019776	Rbm24	13	1
MGP_CASTEiJ_G0035427	Gm24915	13	0
MGP_CASTEiJ_G0019777	Cap2	13	7
MGP_CASTEiJ_G0019778	Fam8a1	13	72
MGP_CASTEiJ_G0019779	Nup153	13	175
MGP_CASTEiJ_G0019780	Kif13a	13	777
MGP_CASTEiJ_G0037480	Gm24620	13	0
MGP_CASTEiJ_G0036265	Gm22960	13	0
MGP_CASTEiJ_G0037481	Gm24769	13	0
MGP_CASTEiJ_G0035266		13	76
MGP_CASTEiJ_G0019781	Nhlrc1	13	15
MGP_CASTEiJ_G0019782	Tpmt	13	28
MGP_CASTEiJ_G0019783	Kdm1b	13	56
MGP_CASTEiJ_G0019784	Dek	13	304
MGP_CASTEiJ_G0019499		13	0
MGP_CASTEiJ_G0019785	Rnf144b	13	242
MGP_CASTEiJ_G0007843	Gm22460	13	0
MGP_CASTEiJ_G0005316	4931429P17Rik	13	0
MGP_CASTEiJ_G0005317	A330033J07Rik	13	18
MGP_CASTEiJ_G0019786	Id4	13	26
MGP_CASTEiJ_G0005318	A330048O09Rik	13	0
MGP_CASTEiJ_G0019787	Zfp169	13	7
MGP_CASTEiJ_G0019788	A830005F24Rik	13	0
MGP_CASTEiJ_G0005319	6720427I07Rik	13	3
MGP_CASTEiJ_G0007860	Mirlet7d	13	0
MGP_CASTEiJ_G0007861	Gm24111	13	0
MGP_CASTEiJ_G0007862	Mirlet7f-1	13	0
MGP_CASTEiJ_G0007863	Mirlet7a-1	13	0
MGP_CASTEiJ_G0000781		13	0
MGP_CASTEiJ_G0037482	Gm25232	13	0
MGP_CASTEiJ_G0019789	Ptpdc1	13	22
MGP_CASTEiJ_G0019790	Barx1	13	0
MGP_CASTEiJ_G0019500	Adarb2	13	0
MGP_CASTEiJ_G0019791	Phf2	13	412
MGP_CASTEiJ_G0003073	Phf2os1	13	7
MGP_CASTEiJ_G0019792	Fam120a	13	234
MGP_CASTEiJ_G0005320	Fam120aos	13	89
MGP_CASTEiJ_G0019793	Wnk2	13	5
MGP_CASTEiJ_G0019794	Ninj1	13	48
MGP_CASTEiJ_G0019795	Card19	13	14
MGP_CASTEiJ_G0019796	Susd3	13	0
MGP_CASTEiJ_G0019797	Fgd3	13	0
MGP_CASTEiJ_G0019798	Bicd2	13	117
MGP_CASTEiJ_G0019799	Ippk	13	32
MGP_CASTEiJ_G0019800	Cenpp	13	3
MGP_CASTEiJ_G0010719		13	6
MGP_CASTEiJ_G0019801	Ecm2	13	1
MGP_CASTEiJ_G0019802	Aspn	13	0
MGP_CASTEiJ_G0019803	Omd	13	0
MGP_CASTEiJ_G0019804	Ogn	13	5
MGP_CASTEiJ_G0019805	Nol8	13	116
MGP_CASTEiJ_G0019806	Iars	13	157
MGP_CASTEiJ_G0037483	Gm25394	13	0
MGP_CASTEiJ_G0037484	Gm23482	13	0
MGP_CASTEiJ_G0019807	Gm8674	13	0
MGP_CASTEiJ_G0007864	Gm24017	13	0
MGP_CASTEiJ_G0019808	Fbxw17	13	31
MGP_CASTEiJ_G0019809	Nutm2	13	0
MGP_CASTEiJ_G0007865	Mir683-2	13	0
MGP_CASTEiJ_G0007866	Mir683-1	13	0
MGP_CASTEiJ_G0019477	Fam208b	13	65
MGP_CASTEiJ_G0007867	Gm23952	13	0
MGP_CASTEiJ_G0009210	Gm22199	13	0
MGP_CASTEiJ_G0019810	Spin1	13	187
MGP_CASTEiJ_G0019811	Nxnl2	13	3
MGP_CASTEiJ_G0019812	S1pr3	13	3
MGP_CASTEiJ_G0019813	Shc3	13	0
MGP_CASTEiJ_G0019814	Cks2	13	15
MGP_CASTEiJ_G0037485	Gm22806	13	1
MGP_CASTEiJ_G0019815	Secisbp2	13	147
MGP_CASTEiJ_G0019816	Gm15440	13	17
MGP_CASTEiJ_G0019817	Sema4d	13	272
MGP_CASTEiJ_G0019818	Gadd45g	13	671
MGP_CASTEiJ_G0005321	Gm26651	13	0
MGP_CASTEiJ_G0000782		13	0
MGP_CASTEiJ_G0019819	Diras2	13	1
MGP_CASTEiJ_G0019820	Syk	13	0
MGP_CASTEiJ_G0019821	Auh	13	237
MGP_CASTEiJ_G0035428	n-R5s54	13	0
MGP_CASTEiJ_G0019822	Nfil3	13	6
MGP_CASTEiJ_G0019823	Ror2	13	0
MGP_CASTEiJ_G0019824	Sptlc1	13	218
MGP_CASTEiJ_G0005322	Gm2762	13	0
MGP_CASTEiJ_G0005323	Gm43262	13	0
MGP_CASTEiJ_G0019825	Msx2	13	0
MGP_CASTEiJ_G0019826	Gm5449	13	0
MGP_CASTEiJ_G0019827	Drd1	13	0
MGP_CASTEiJ_G0019828	Sfxn1	13	172
MGP_CASTEiJ_G0019829	Hrh2	13	0
MGP_CASTEiJ_G0003074	Gm16578	13	0
MGP_CASTEiJ_G0019830	Cplx2	13	20
MGP_CASTEiJ_G0005324	Gm16248	13	0
MGP_CASTEiJ_G0009211	Gm22668	13	0
MGP_CASTEiJ_G0019501	Wdr37	13	153
MGP_CASTEiJ_G0019831	Thoc3	13	142
MGP_CASTEiJ_G0019832	Simc1	13	34
MGP_CASTEiJ_G0019833	4833439L19Rik	13	218
MGP_CASTEiJ_G0019834	Arl10	13	25
MGP_CASTEiJ_G0007868	Gm24195	13	0
MGP_CASTEiJ_G0019835	Nop16	13	39
MGP_CASTEiJ_G0019836	Higd2a	13	160
MGP_CASTEiJ_G0019837	Cltb	13	136
MGP_CASTEiJ_G0019838	Faf2	13	539
MGP_CASTEiJ_G0019839	Rnf44	13	139
MGP_CASTEiJ_G0019840	Cdhr2	13	0
MGP_CASTEiJ_G0019841	Gprin1	13	0
